Patch ID,Execution,Task Name,Topology,Test,OperationsTotal,DocumentsTotal,SizeTotal,DurationTotal,OverheadTotal,ErrorsTotal,AverageLatency,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,LatencyMin,LatencyMax,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,ErrorRate
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_100_0,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523720994,1201360312610,1071134367530,0,18041247.534523,523.720994,832.3897414485608,832.3897414485608,435939.98278684326,5612335,5159931844,13921525,21671813.6,29862352.233333346,38852495.550000004,69829410.11333342,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_100_0,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,0,0,0,0,0,0,,,,,,,,,,,,,,,
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_100_0,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,100000,998930,744900096,169276821703,20571889571061,0,13319905.17129,7449.00096,590.7483316023753,5901.162308875608,4400484.889224492,1915352,56415656,14034510.5,14744743,21568832.166666664,26287665,32540257.273333326,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_100_0,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100000,0,0,1370689747752,122131630769,0,19801612.11571091,0,802.5156690666545,0,0,6755270,5160841965,15599436.5,24500664.4,32628201.133333333,40047196.39999999,69541432.54666647,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523735183,404117116130,1534695592429,0,4929610.558418,523.735183,2474.530179707387,2474.530179707387,1295998.5165080715,1986854,72126420,4577077.5,5461633,6193975.7666666685,7341855.700000001,14086005.733333364,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,0,0,0,0,0,0,,,,,,,,,,,,,,,
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,100000,999000,523208496,147510181440,7737388608488,0,10868013.05038,5232.08496,677.919307154233,6772.4138784707875,3546931.411055283,672057,55571761,11087213.5,11353541.2,17720294.433333334,21878688.699999996,24569169.176666524,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,552670645848,36032811620,0,7988677.989658025,0,1990.4802403827196,0,0,885368,624267759,6194658.5,7880881.399999999,13582716.733333321,21862809.4,32673385.453333333,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_50_50,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523721352,1172732332138,1058704580473,0,17646352.346592,523.721352,852.7094995129086,852.7094995129086,446582.1719481438,5519715,4156512703,13554894,21141829.800000004,28995284.500000022,37841669.15000001,68906325.21000071,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_50_50,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,49780,49736,0,236297015338,21829305062683,0,13917195.987384493,0,210.6670705459167,210.48086421598458,0,6407614,69726359,11033720,18663621.6,23189771.5,27542692.55,36514053.453333355,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_50_50,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,50220,501868,374247597,236337295038,21914869593909,0,12082584.048267622,7452.1624253285545,212.49291184417282,2123.5243465036106,1583531.6932937978,1936650,73084210,11015041.5,17534513,21928906.06666669,25323801.05,35251723.65666674,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_50_50,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100000,0,0,1409123194344,71039128350,0,20410298.853673637,0,780.6272754683393,0,0,6422113,4157402146,15289508.5,25218575.199999996,36089311.06666666,48209614.14999995,71874728.04999979,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523717758,347837014493,1423987822350,0,4133528.111944,523.717758,2874.909679918853,2874.909679918853,1505641.252019599,1885771,854417226,3884464,4532722.800000001,4980793.633333334,5487266.9,12922797.870000005,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,49790,49747,0,213563189990,8454849387110,0,10375840.491383811,0,233.13942820544773,232.9380826458407,0,817785,72287843,10403703.5,16537913.200000001,20599539.5,22085178.900000002,31586711.94666667,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,50210,501812,262810315,213561885434,8462172685216,0,10142833.743636725,5234.22256522605,235.10749541269195,2349.726398885357,1230604.9577428924,725411,66816712,10434994.5,16465972.400000004,19808011.400000002,20952711,30303112.383333437,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,562364309878,39134472551,0,8119995.525337248,0,1956.1696584882009,0,0,816127,856005894,5331265.5,6654649,11574423.133333325,30914490.09999998,52160613.83999999,16,16,0
6446ddad2fbabe4926f29745,0,medical_workload_credit_cards_95_5,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523722273,1233574429728,1091878670194,0,18521189.667651,523.722273,810.6523416025228,810.6523416025228,424556.68695684575,5743810,8211540000,14126322.5,22705897.400000013,30646389.53333334,40391493.05000002,72184609.64000002,16,16,0
