Patch ID,Execution,Task Name,Topology,Test,OperationsTotal,DocumentsTotal,SizeTotal,DurationTotal,OverheadTotal,ErrorsTotal,AverageLatency,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,LatencyMin,LatencyMax,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,ErrorRate
641e196561837d22506b23c6,0,medical_workload_credit_cards_100_0,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523716475,1286484000000,1081701288559,0,19431263.474277,523.716475,777.3124267383038,777.3124267383038,407091.3241050802,6165060,6193333862,14819858,23578179.800000004,31903763.466666713,42111755.650000006,74559095.08333373,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_100_0,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,0,0,0,0,0,0,,,,,,,,,,,,,,,
641e196561837d22506b23c6,0,medical_workload_credit_cards_100_0,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,100000,998940,744909040,170472000000,21941564100433,0,13520111.93493,7449.0904,586.606598151016,5859.847951569759,4369685.578863391,1935610,59380804,14299814,15090845.999999998,21449474.8,26612599.349999998,33021807.606666297,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_100_0,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100000,0,0,1457010000000,94517373378,0,21090076.60937,0,754.9707963569227,0,0,7137369,6194252511,16441595,25601496.2,34322704.63333333,42810335.49999997,74098837.42333311,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523719147,368626000000,1427253531136,0,4464251.104834,523.719147,2712.776635397395,2712.776635397395,1420733.0654918535,1944572,83515345,4211016,4945244.6,5453628.133333335,6068145.100000001,12797085.146666672,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,0,0,0,0,0,0,,,,,,,,,,,,,,,
641e196561837d22506b23c6,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,100000,998850,523124741,143307000000,7106310315069,0,10811432.94748,5231.24741,697.8026195510339,6970.001465385501,3650378.1462175613,665823,46264169,10685306,10897942.6,19616525.166666664,21198628.099999998,27279986.896666642,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,512750000000,42581953152,0,7403913.692304196,0,2145.450999512433,0,0,802204,639067572,5674278.5,7101432.8,11734267.633333322,20997942.9,31472535.53333333,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_50_50,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523715693,1282684000000,1065693959083,0,19368337.849344,523.715693,779.6152442846407,779.6152442846407,408296.73793389485,5591353,7216879826,15055231.5,23021094.400000006,32000748.16666667,41915371.10000001,76557171.22333395,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_50_50,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,49822,49779,0,237273000000,23556889441100,0,14761694.172132792,0,209.97753642428765,209.79631057895335,0,6950502,88726977,11891600.5,19364860.60000001,23738025.46666667,28058653.3,37191363.44666676,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_50_50,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,50178,501542,374004926,237084000000,23691191421334,0,11972279.010024313,7453.563832755391,211.6465050361897,2115.4611867523745,1577520.7352668252,2168308,65909989,10731978,17353172.000000004,21828671.166666668,25176476.25,34682229.25000008,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_50_50,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100000,0,0,1520026000000,112938251572,0,21981507.16986182,0,723.6718319291906,0,0,6541846,7217872746,16768865,27589354.999999996,38423159.099999994,50210178.64999998,77418317.34666617,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523725134,359224000000,1416482421410,0,4330578.329627,523.725134,2783.778366701557,2783.778366701557,1457934.698127074,1920361,222323427,4097502,4714968.6,5117574,5567906.600000001,12479759.290000023,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,49796,49753,0,213890000000,8636810241132,0,10273603.559522854,0,232.81125812333443,232.61022020664828,0,886234,81388963,10436321.5,16282982.400000002,20508846.6,21697308.450000003,31369835.37,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,50204,501683,262747472,213777000000,8636532686529,0,10186922.055633018,5233.596366823361,234.84285025985022,2346.7585381027893,1229072.6878943946,751756,55952120,10485962,16547422.4,19820686.5,20978294.5,29819233.923333384,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,573789000000,33535646793,0,8285794.453567013,0,1917.2204416606105,0,0,877101,577281954,5526400,6776708,11413762.333333332,31010380.39999999,52190128.50666666,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_95_5,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523719465,1189416000000,1037811016190,0,17916337.495361,523.719465,840.7487371953968,840.7487371953968,440316.4788433988,5683739,4183939355,13467174,21629512.800000004,29569542.133333344,39256899.65000001,71213244.9066678,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_95_5,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,5027,5022,0,176303000000,21775124110076,0,13669342.251442213,0,28.51341156985417,28.485051303721434,0,7465665,44853168,11291146,17483423.400000002,22401952.333333332,25103557.399999995,33325310.673333324,16,16,0
641e196561837d22506b23c6,0,medical_workload_credit_cards_95_5,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,94973,948844,707565079,176611000000,20620356711937,0,12942140.163425395,7450.170880144883,537.7524616247007,5372.507941181467,4006347.7303225733,2003253,60613245,13968443,15772005,21962007.999999996,26170239.999999966,33381192.93333333,16,16,0
